,Season,Round,Team,Opponent,Venue,Attendance,Formation,Opp Formation,xG,xGA,Poss,Sh,SoT,Dist,FK,PK,PKatt,GF,GA,Result
2344,2022,Matchweek 28,Internazionale,Salernitana,Home,46287,3-5-2,4-2-3-1,3.9,0.7,60,23,12,12.9,0,0,0,5,0,W
2345,2022,Matchweek 29,Internazionale,Torino,Away,15363,3-5-2,3-4-3,2.5,1.6,56,14,7,14.6,0,0,0,1,1,D
2346,2022,Matchweek 30,Internazionale,Fiorentina,Home,54988,3-5-2,4-3-3,1,1.3,51,13,5,15.3,0,0,0,1,1,D
2347,2022,Matchweek 31,Internazionale,Juventus,Away,40093,3-5-2,4-2-3-1,1,1.8,46,4,0,23,0,1,1,1,0,W
2348,2022,Matchweek 32,Internazionale,Hellas Verona,Home,61325,3-5-2,3-4-3,2.4,0.9,48,18,6,15.1,1,0,0,2,0,W
2349,2022,Matchweek 33,Internazionale,Spezia,Away,11382,3-5-2,4-2-3-1,2.4,0.5,67,23,7,15.9,0,0,0,3,1,W
2350,2022,Matchweek 34,Internazionale,Roma,Home,74947,3-5-2,3-4-3,1.6,0.8,45,11,8,14.6,2,0,0,3,1,W
2351,2022,Matchweek 20,Internazionale,Bologna,Away,26034,3-5-2,3-5-2,2.1,1.2,59,26,6,16.2,0,0,0,1,2,L
2352,2022,Matchweek 35,Internazionale,Udinese,Away,20910,3-5-2,3-5-2,1.9,0.9,52,11,5,12.4,0,0,1,2,1,W
2353,2022,Matchweek 36,Internazionale,Empoli,Home,69959,3-5-2,4-3-1-2,3.5,0.8,64,37,10,13.4,0,0,0,4,2,W
2354,2022,Matchweek 37,Internazionale,Cagliari,Away,15443,3-5-2,4-3-1-2,2.8,0.6,62,17,7,14.1,0,0,0,3,1,W
2355,2022,Matchweek 38,Internazionale,Sampdoria,Home,71109,3-5-2,4-1-4-1,3.4,1,58,28,11,15.7,0,0,0,3,0,W
2356,2022,Matchweek 1,Napoli,Venezia,Home,20000,4-3-3,4-3-3,2.2,0.6,56,11,3,23.4,3,1,2,2,0,W
2357,2022,Matchweek 2,Napoli,Genoa,Away,20000,4-3-3,3-5-2,1.1,0.4,61,13,8,17.8,1,0,0,2,1,W
2358,2022,Matchweek 3,Napoli,Juventus,Home,23500,4-3-3,4-3-3,2.1,1.2,67,25,6,17.6,1,0,0,2,1,W
2359,2022,Matchweek 4,Napoli,Udinese,Away,11484,4-3-3,3-5-2,2.9,0.3,62,18,8,15.4,2,0,0,4,0,W
2360,2022,Matchweek 5,Napoli,Sampdoria,Away,4596,4-3-3,4-4-2,1.5,0.7,52,17,9,19.6,0,0,0,4,0,W
2361,2022,Matchweek 6,Napoli,Cagliari,Home,20000,4-3-3,4-2-3-1,1.7,0.1,67,16,6,23.8,1,1,1,2,0,W
2362,2022,Matchweek 7,Napoli,Fiorentina,Away,15264,4-2-3-1,4-4-2,1.7,0.4,46,11,5,16,1,0,1,2,1,W
2363,2022,Matchweek 8,Napoli,Torino,Home,27579,4-2-3-1,3-4-1-2,1.4,1,51,9,2,19.7,0,0,1,1,0,W
2364,2022,Matchweek 9,Napoli,Roma,Away,47801,4-2-3-1,4-2-3-1,0.7,1.5,62,11,2,19,1,0,0,0,0,D
2365,2022,Matchweek 10,Napoli,Bologna,Home,20000,4-2-3-1,3-4-3,2.7,0.3,65,16,4,21,0,2,2,3,0,W
2366,2022,Matchweek 11,Napoli,Salernitana,Away,17043,4-2-3-1,4-3-1-2,1.8,0.5,63,18,3,16.9,0,0,0,1,0,W
2367,2022,Matchweek 12,Napoli,Hellas Verona,Home,28000,4-2-3-1,3-4-3,0.9,0.9,59,16,1,21.9,3,0,0,1,1,D
2368,2022,Matchweek 13,Napoli,Inter,Away,56649,4-2-3-1,3-5-2,0.9,1.8,55,9,3,15.9,0,0,0,2,3,L
2369,2022,Matchweek 14,Napoli,Lazio,Home,36000,4-3-3,4-3-3,1,0.3,61,18,8,20.3,1,0,0,4,0,W
2370,2022,Matchweek 15,Napoli,Sassuolo,Away,8192,4-3-3,4-3-3,0.9,0.3,50,9,4,15.9,0,0,0,2,2,D
2371,2022,Matchweek 16,Napoli,Atalanta,Home,30000,3-4-3,3-4-3,1.1,1.6,55,15,4,18.4,1,0,0,2,3,L
2372,2022,Matchweek 17,Napoli,Empoli,Home,20000,4-2-3-1,4-3-1-2,1.8,0.7,60,30,6,18.4,0,0,0,0,1,L
2373,2022,Matchweek 18,Napoli,Milan,Away,54647,4-2-3-1,4-2-3-1,0.8,0.4,51,11,2,16.7,0,0,0,1,0,W
2374,2022,Matchweek 19,Napoli,Spezia,Home,25000,4-2-3-1,3-5-2,1.9,0.6,65,26,6,16.7,0,0,0,0,1,L
2375,2022,Matchweek 20,Napoli,Juventus,Away,19301,4-2-3-1,4-3-3,0.9,1.5,56,16,4,21.2,1,0,0,1,1,D
2376,2022,Matchweek 21,Napoli,Sampdoria,Home,9000,4-2-3-1,4-4-2,1.2,0.4,68,22,5,18.2,1,0,0,1,0,W
2377,2022,Matchweek 22,Napoli,Bologna,Away,5000,4-2-3-1,3-1-4-2,2.3,0.9,61,14,5,18,1,0,0,2,0,W
2378,2022,Matchweek 23,Napoli,Salernitana,Home,3000,4-2-3-1,4-5-1,4.3,0.2,82,24,12,18.3,2,2,2,4,1,W
2379,2022,Matchweek 24,Napoli,Venezia,Away,5554,4-2-3-1,4-3-3,1.5,0.4,66,16,6,16.4,0,0,0,2,0,W
2380,2022,Matchweek 25,Napoli,Inter,Home,27000,4-2-3-1,3-5-2,1.5,0.6,48,12,3,14.7,0,1,1,1,1,D
2381,2022,Matchweek 26,Napoli,Cagliari,Away,12063,3-4-3,3-5-2,1.3,1.7,53,7,3,17.1,1,0,0,1,1,D
2382,2022,Matchweek 27,Napoli,Lazio,Away,25000,4-2-3-1,4-3-3,1,1.2,55,15,7,18.3,0,0,0,2,1,W
2383,2022,Matchweek 28,Napoli,Milan,Home,42000,4-2-3-1,4-3-3,0.4,1.2,60,9,2,20.4,0,0,0,0,1,L
2384,2022,Matchweek 29,Napoli,Hellas Verona,Away,18782,4-3-3,3-5-2,1.4,0.6,50,13,4,16.4,0,0,0,2,1,W
2385,2022,Matchweek 30,Napoli,Udinese,Home,37363,4-3-3,3-5-2,1,0.6,63,20,8,18.7,1,0,0,2,1,W
2386,2022,Matchweek 31,Napoli,Atalanta,Away,17709,4-2-3-1,3-4-1-2,1.5,1.4,45,5,4,20.6,0,1,1,3,1,W
2387,2022,Matchweek 32,Napoli,Fiorentina,Home,50000,4-3-3,4-3-3,0.9,0.8,50,15,3,17.3,2,0,0,2,3,L
2388,2022,Matchweek 33,Napoli,Roma,Home,41822,4-3-3,3-4-1-2,1.2,0.9,49,8,3,21.2,0,1,1,1,1,D
2389,2022,Matchweek 34,Napoli,Empoli,Away,10245,4-2-3-1,4-3-1-2,1.2,1.9,59,16,2,15.2,0,0,0,2,3,L
2390,2022,Matchweek 35,Napoli,Sassuolo,Home,20000,4-2-3-1,4-2-3-1,2.2,1,53,18,8,13,0,0,0,6,1,W
2391,2022,Matchweek 36,Napoli,Torino,Away,14619,4-2-3-1,3-4-3,1.3,0.7,57,10,5,19.5,1,0,1,1,0,W
2392,2022,Matchweek 37,Napoli,Genoa,Home,54000,4-2-3-1,4-2-3-1,2.4,1.1,66,16,8,17.4,0,1,1,3,0,W
2393,2022,Matchweek 38,Napoli,Spezia,Away,10000,4-2-3-1,4-2-3-1,1.5,2,68,10,4,20.2,0,0,0,3,0,W
2394,2022,Matchweek 1,Juventus,Udinese,Away,9660,4-4-2,3-5-1-1,0.8,1.6,56,10,3,16.3,0,0,0,2,2,D
2395,2022,Matchweek 2,Juventus,Empoli,Home,17584,4-3-1-2,4-3-1-2,1.2,0.7,54,18,5,17.1,0,0,0,0,1,L
2396,2022,Matchweek 3,Juventus,Napoli,Away,23500,4-3-3,4-3-3,1.2,2.1,33,8,4,14.5,0,0,0,1,2,L
2397,2022,Matchweek 4,Juventus,Milan,Home,18785,4-4-2,4-2-3-1,1.3,0.8,44,9,4,15.9,0,0,0,1,1,D
2398,2022,Matchweek 5,Juventus,Spezia,Away,5700,4-4-2,4-2-3-1,2.3,1,60,26,9,18.1,2,0,0,3,2,W
2399,2022,Matchweek 6,Juventus,Sampdoria,Home,15381,4-4-2,4-4-2,2.7,0.4,50,15,5,18.7,0,1,1,3,2,W
2400,2022,Matchweek 7,Juventus,Torino,Away,12073,4-4-2,3-4-3,1,0.9,52,10,3,18,0,0,0,1,0,W
2401,2022,Matchweek 8,Juventus,Roma,Home,20239,4-4-2,4-2-3-1,1.2,1.6,47,6,2,13.1,0,0,0,1,0,W
2402,2022,Matchweek 9,Juventus,Inter,Away,56532,4-4-2,3-5-2,1.7,0.8,51,15,3,21.6,1,1,1,1,1,D
2403,2022,Matchweek 10,Juventus,Sassuolo,Home,18288,4-4-2,4-3-3,1.2,1.1,57,14,2,15.5,0,0,0,1,2,L
2404,2022,Matchweek 11,Juventus,Hellas Verona,Away,22314,4-4-2,3-4-3,1,1.5,55,15,4,18.8,0,0,0,1,2,L
2405,2022,Matchweek 12,Juventus,Fiorentina,Home,6953,4-4-2,4-3-3,0.6,0.4,50,13,3,16,0,0,0,1,0,W
2406,2022,Matchweek 13,Juventus,Lazio,Away,45000,3-1-4-2,4-3-3,2.4,0.2,42,9,3,16.3,0,2,2,2,0,W
2407,2022,Matchweek 14,Juventus,Atalanta,Home,29886,4-4-2,3-4-3,0.8,0.5,59,15,2,18.4,1,0,0,0,1,L
2408,2022,Matchweek 15,Juventus,Salernitana,Away,19500,4-2-3-1,5-3-2,2.1,0.3,73,17,7,20.2,1,0,1,2,0,W
2409,2022,Matchweek 16,Juventus,Genoa,Home,18458,4-2-3-1,3-5-2,2.7,0,70,27,12,18.4,0,0,0,2,0,W
2410,2022,Matchweek 17,Juventus,Venezia,Away,8350,4-2-3-1,4-3-1-2,1.9,0.4,60,20,6,17.3,1,0,0,1,1,D
2411,2022,Matchweek 18,Juventus,Bologna,Away,22394,4-3-3,3-1-4-2,0.9,0.5,43,11,7,17.4,0,0,0,2,0,W
2412,2022,Matchweek 19,Juventus,Cagliari,Home,11197,4-3-3,5-3-2,1.2,1.1,63,15,4,13.3,0,0,0,2,0,W
2413,2022,Matchweek 20,Juventus,Napoli,Home,19301,4-3-3,4-2-3-1,1.5,0.9,44,22,5,18.3,2,0,0,1,1,D
2414,2022,Matchweek 21,Juventus,Roma,Away,33178,4-4-1-1,4-2-3-1,1,2.1,47,14,5,21.4,1,0,0,4,3,W
2415,2022,Matchweek 22,Juventus,Udinese,Home,5000,4-4-2,3-5-2,1.2,0.6,66,14,4,19.1,1,0,0,2,0,W
2416,2022,Matchweek 23,Juventus,Milan,Away,5000,4-4-2,4-2-3-1,0.4,0.6,53,8,0,17.5,0,0,0,0,0,D
2417,2022,Matchweek 24,Juventus,Hellas Verona,Home,17016,4-3-3,3-4-3,1.6,0.6,47,11,8,18.3,0,0,0,2,0,W
2418,2022,Matchweek 25,Juventus,Atalanta,Away,9731,4-3-3,3-4-1-2,0.7,2.4,48,15,6,18.2,0,0,0,1,1,D
2419,2022,Matchweek 26,Juventus,Torino,Home,20132,4-3-2-1,3-4-3,0.6,0.7,46,12,3,17.8,1,0,0,1,1,D
2420,2022,Matchweek 27,Juventus,Empoli,Away,11890,4-4-2,4-3-1-2,2.2,1.2,47,12,5,14,0,0,0,3,2,W
2421,2022,Matchweek 28,Juventus,Spezia,Home,26475,4-4-2,4-2-3-1,1.3,0.7,56,10,3,16.1,0,0,0,1,0,W
2422,2022,Matchweek 29,Juventus,Sampdoria,Away,16644,4-4-2,4-1-2-1-2,1.3,1.5,51,5,2,14.8,0,1,1,3,1,W
2423,2022,Matchweek 30,Juventus,Salernitana,Home,29186,4-4-2,4-2-3-1,1.7,0.6,57,12,7,11.8,0,0,0,2,0,W
2424,2022,Matchweek 31,Juventus,Inter,Home,40093,4-2-3-1,3-5-2,1.8,1,54,22,5,18.8,3,0,0,0,1,L
2425,2022,Matchweek 32,Juventus,Cagliari,Away,13437,4-4-2,3-5-2,1.1,0.2,60,20,6,19.2,1,0,0,2,1,W
2426,2022,Matchweek 33,Juventus,Bologna,Home,36107,4-3-3,3-5-2,2.4,1.1,51,23,4,17.2,2,0,0,1,1,D
2427,2022,Matchweek 34,Juventus,Sassuolo,Away,20000,4-4-2,4-2-3-1,0.7,1.4,37,10,5,20.4,1,0,0,2,1,W
2428,2022,Matchweek 35,Juventus,Venezia,Home,39203,3-5-2,3-4-3,1.6,0.6,50,17,4,16.2,0,0,0,2,1,W
2429,2022,Matchweek 36,Juventus,Genoa,Away,18762,4-3-3,4-2-3-1,1.5,3.2,54,12,4,17.2,0,0,0,1,2,L
2430,2022,Matchweek 37,Juventus,Lazio,Home,40515,4-2-3-1,4-3-3,0.7,1.1,37,4,2,12.9,0,0,0,2,2,D
2431,2022,Matchweek 38,Juventus,Fiorentina,Away,34831,3-5-2,4-3-3,0.1,1.6,34,1,0,16.4,0,0,0,0,2,L
2432,2022,Matchweek 1,Lazio,Empoli,Away,3655,4-3-3,4-1-2-1-2,1.5,1.2,54,7,3,14.5,0,1,1,3,1,W
2433,2022,Matchweek 2,Lazio,Spezia,Home,20000,4-3-3,3-4-3,3,1,61,17,9,19.2,2,0,1,6,1,W
2434,2022,Matchweek 3,Lazio,Milan,Away,36207,4-3-3,4-2-3-1,0.3,2.9,53,8,5,19.8,0,0,0,0,2,L
2435,2022,Matchweek 4,Lazio,Cagliari,Home,20000,4-3-3,3-5-2,2,1.5,73,28,10,17,1,0,0,2,2,D
2436,2022,Matchweek 5,Lazio,Torino,Away,8646,4-3-3,3-4-3,0.9,0.8,55,5,1,30.3,0,1,1,1,1,D
2437,2022,Matchweek 6,Lazio,Roma,Home,32000,4-3-3,4-2-3-1,1.8,2.1,49,10,4,12.6,0,0,0,3,2,W
2438,2022,Matchweek 7,Lazio,Bologna,Away,12975,4-3-3,3-4-3,0.6,0.6,59,8,4,18.4,0,0,0,0,3,L
2439,2022,Matchweek 8,Lazio,Inter,Home,42000,4-3-3,3-5-1-1,2.5,1.4,52,18,7,17.6,1,1,1,3,1,W
2440,2022,Matchweek 9,Lazio,Hellas Verona,Away,13953,4-3-3,3-4-3,0.8,2.8,51,9,4,15.7,1,0,0,1,4,L
2441,2022,Matchweek 10,Lazio,Fiorentina,Home,7000,4-3-3,4-3-3,0.8,0.5,49,5,2,14.6,0,0,0,1,0,W
2442,2022,Matchweek 11,Lazio,Atalanta,Away,11981,4-3-3,3-4-3,1.4,0.8,43,8,5,15.1,0,0,0,2,2,D
2443,2022,Matchweek 12,Lazio,Salernitana,Home,25000,4-3-3,4-3-1-2,1.6,0.3,60,16,5,19,2,0,0,3,0,W
2444,2022,Matchweek 13,Lazio,Juventus,Home,45000,4-3-3,3-1-4-2,0.2,2.4,58,8,1,24.7,1,0,0,0,2,L
2445,2022,Matchweek 14,Lazio,Napoli,Away,36000,4-3-3,4-3-3,0.3,1,39,6,2,17.3,0,0,0,0,4,L
2446,2022,Matchweek 15,Lazio,Udinese,Home,7000,4-3-3,4-4-2,1.5,1.5,62,13,5,17.1,0,0,0,4,4,D
2447,2022,Matchweek 16,Lazio,Sampdoria,Away,5883,4-3-3,4-4-2,0.9,1.3,51,6,5,12.9,0,0,0,3,1,W
2448,2022,Matchweek 17,Lazio,Sassuolo,Away,5100,4-3-3,4-2-3-1,0.4,1,41,6,2,20.4,1,0,0,1,2,L
2449,2022,Matchweek 18,Lazio,Genoa,Home,6000,4-3-3,3-5-2,1.5,0.2,55,11,5,15.7,0,0,0,3,1,W
2450,2022,Matchweek 19,Lazio,Venezia,Away,7894,4-3-3,4-3-2-1,1.4,0.8,53,7,4,17.9,0,0,0,3,1,W
2451,2022,Matchweek 20,Lazio,Empoli,Home,23000,4-3-3,4-3-1-2,2.8,1.9,62,22,8,18.8,1,0,1,3,3,D
2452,2022,Matchweek 21,Lazio,Inter,Away,29471,4-3-3,3-5-2,1.6,2,40,5,2,8.8,0,0,0,1,2,L
2453,2022,Matchweek 22,Lazio,Salernitana,Away,2559,4-3-3,3-5-2,1.9,0.3,73,15,8,16.2,0,0,0,3,0,W
2454,2022,Matchweek 23,Lazio,Atalanta,Home,4000,4-3-3,3-4-1-2,0.4,0.4,61,9,1,21.4,0,0,0,0,0,D
2455,2022,Matchweek 24,Lazio,Fiorentina,Away,17181,4-3-3,4-3-3,2.5,0.7,50,12,7,13.5,0,0,0,3,0,W
2456,2022,Matchweek 25,Lazio,Bologna,Home,22000,4-3-3,3-5-2,1.9,0.7,56,11,5,15.7,0,1,1,3,0,W
2457,2022,Matchweek 26,Lazio,Udinese,Away,10799,4-3-3,3-5-2,1.4,1.9,59,10,2,14.3,0,0,0,1,1,D
2458,2022,Matchweek 27,Lazio,Napoli,Home,25000,4-3-3,4-2-3-1,1.2,1,45,13,8,15.4,0,0,0,1,2,L
2459,2022,Matchweek 28,Lazio,Cagliari,Away,10873,4-3-3,3-4-1-2,2.7,0.6,55,12,4,18,0,1,1,3,0,W
2460,2022,Matchweek 29,Lazio,Venezia,Home,18000,4-3-3,4-3-2-1,1.4,0.5,66,9,0,19.1,1,1,1,1,0,W
2461,2022,Matchweek 30,Lazio,Roma,Away,51932,4-3-3,3-4-3,0.5,2.7,66,9,3,23.9,1,0,0,0,3,L
2462,2022,Matchweek 31,Lazio,Sassuolo,Home,15000,4-3-3,4-2-3-1,2.1,1.9,53,14,5,14.2,0,0,0,2,1,W
2463,2022,Matchweek 32,Lazio,Genoa,Away,16756,4-3-2-1,4-2-3-1,1.5,0.7,57,17,11,16.8,0,0,0,4,1,W
2464,2022,Matchweek 33,Lazio,Torino,Home,25000,4-3-3,3-4-3,0.6,1.1,48,10,4,17.5,0,0,0,1,1,D
2465,2022,Matchweek 34,Lazio,Milan,Home,25000,4-3-3,4-2-3-1,0.5,2.1,47,7,2,20.8,0,0,0,1,2,L
2466,2022,Matchweek 35,Lazio,Spezia,Away,8750,4-3-3,4-2-3-1,2.9,1.3,70,21,8,17.1,0,1,1,4,3,W
2467,2022,Matchweek 36,Lazio,Sampdoria,Home,31000,4-3-3,4-1-4-1,1.6,1,61,16,10,17.6,0,0,0,2,0,W
2468,2022,Matchweek 37,Lazio,Juventus,Away,40515,4-3-3,4-2-3-1,1.1,0.7,63,18,7,20.9,1,0,0,2,2,D
2469,2022,Matchweek 38,Lazio,Hellas Verona,Home,50000,4-3-3,3-4-3,3.2,2.1,54,19,7,14.9,1,0,0,3,3,D
2470,2022,Matchweek 1,Roma,Fiorentina,Home,26997,4-2-3-1,4-3-3,2.7,1.3,42,11,6,14.8,0,0,0,3,1,W
2471,2022,Matchweek 2,Roma,Salernitana,Away,12500,4-2-3-1,5-4-1,2.1,0.3,79,28,9,18.3,0,0,0,4,0,W
2472,2022,Matchweek 3,Roma,Sassuolo,Home,29604,4-2-3-1,4-2-3-1,2.1,2,49,17,6,15.2,0,0,0,2,1,W
2473,2022,Matchweek 4,Roma,Hellas Verona,Away,10148,4-2-3-1,3-4-3,0.7,0.9,47,15,2,20.4,0,0,0,2,3,L
2474,2022,Matchweek 5,Roma,Udinese,Home,29593,4-2-3-1,3-5-2,1.9,0.6,51,12,2,18.9,0,0,0,1,0,W
2475,2022,Matchweek 6,Roma,Lazio,Away,32000,4-2-3-1,4-3-3,2.1,1.8,51,19,7,14.7,0,1,1,2,3,L
2476,2022,Matchweek 7,Roma,Empoli,Home,31946,4-2-3-1,4-3-1-2,1.3,0.7,63,18,6,16.2,2,0,0,2,0,W
2477,2022,Matchweek 8,Roma,Juventus,Away,20239,4-2-3-1,4-4-2,1.6,1.2,53,14,3,19.1,0,0,1,0,1,L
2478,2022,Matchweek 9,Roma,Napoli,Home,47801,4-2-3-1,4-2-3-1,1.5,0.7,38,13,1,17.1,0,0,0,0,0,D
2479,2022,Matchweek 10,Roma,Cagliari,Away,8547,4-2-3-1,3-5-2,2.1,1.1,58,22,3,13.6,1,0,0,2,1,W
2480,2022,Matchweek 11,Roma,Milan,Home,51001,4-2-3-1,4-2-3-1,1.3,1.8,50,24,6,19.3,1,0,0,1,2,L
2481,2022,Matchweek 12,Roma,Venezia,Away,8263,3-4-1-2,4-3-3,3.8,2.9,61,27,9,13.2,0,0,0,2,3,L
2482,2022,Matchweek 13,Roma,Genoa,Away,14667,3-1-4-2,3-5-2,2.3,0.1,59,19,4,15.4,0,0,0,2,0,W
2483,2022,Matchweek 14,Roma,Torino,Home,46728,3-1-4-2,3-4-3,1,0.9,32,10,2,17.8,0,0,0,1,0,W
2484,2022,Matchweek 15,Roma,Bologna,Away,15780,3-1-4-2,3-4-3,0.9,0.3,57,13,5,20.8,1,0,0,0,1,L
2485,2022,Matchweek 16,Roma,Inter,Home,51185,3-1-4-2,3-5-2,0.7,1.3,34,9,1,15.9,0,0,0,0,3,L
2486,2022,Matchweek 17,Roma,Spezia,Home,44844,3-5-2,3-5-2,2.2,0.6,52,12,5,12.4,0,0,0,2,0,W
2487,2022,Matchweek 18,Roma,Atalanta,Away,14469,3-5-2,3-4-3,1.7,1.2,29,8,5,16,1,0,0,4,1,W
2488,2022,Matchweek 19,Roma,Sampdoria,Home,49400,3-1-4-2,4-4-2,1.3,1.4,55,15,4,19,0,0,0,1,1,D
2489,2022,Matchweek 20,Roma,Milan,Away,35870,3-1-4-2,4-2-3-1,0.6,2.9,46,11,5,19.5,0,0,0,1,3,L
2490,2022,Matchweek 21,Roma,Juventus,Home,33178,4-2-3-1,4-4-1-1,2.1,1,53,18,6,18.8,2,0,1,3,4,L
2491,2022,Matchweek 22,Roma,Cagliari,Home,5000,4-2-3-1,3-5-2,1.8,0.4,57,14,6,20,0,1,1,1,0,W
2492,2022,Matchweek 23,Roma,Empoli,Away,4920,3-4-1-2,4-3-2-1,2.5,0.9,42,16,8,12.8,0,0,0,4,2,W
2493,2022,Matchweek 24,Roma,Genoa,Home,29863,3-4-1-2,4-2-3-1,1.5,0.6,62,23,3,17.5,2,0,0,0,0,D
2494,2022,Matchweek 25,Roma,Sassuolo,Away,9282,3-4-1-2,4-3-3,2.3,1.2,54,12,7,14.5,1,1,1,2,2,D
2495,2022,Matchweek 26,Roma,Hellas Verona,Home,34777,3-4-1-2,3-4-3,0.4,0.5,57,7,3,17.6,0,0,0,2,2,D
2496,2022,Matchweek 27,Roma,Spezia,Away,8107,3-4-3,4-3-3,3.8,0.4,65,30,8,16.8,1,1,1,1,0,W
2497,2022,Matchweek 28,Roma,Atalanta,Home,42303,3-4-1-2,4-2-3-1,1.6,0.6,35,13,4,19.1,1,0,0,1,0,W
2498,2022,Matchweek 29,Roma,Udinese,Away,15114,3-5-2,3-5-2,1.2,0.6,63,9,1,21.7,0,1,1,1,1,D
2499,2022,Matchweek 30,Roma,Lazio,Home,51932,3-4-3,4-3-3,2.7,0.5,34,11,5,16.6,1,0,0,3,0,W
2500,2022,Matchweek 31,Roma,Sampdoria,Away,16465,3-4-3,4-1-3-2,1,0.5,51,6,1,15.2,0,0,0,1,0,W
2501,2022,Matchweek 32,Roma,Salernitana,Home,64266,3-4-3,3-5-2,2,0.4,67,17,7,16.8,1,0,0,2,1,W
2502,2022,Matchweek 33,Roma,Napoli,Away,41822,3-4-1-2,4-3-3,0.9,1.2,51,8,6,12.1,0,0,0,1,1,D
2503,2022,Matchweek 34,Roma,Inter,Away,74947,3-4-3,3-5-2,0.8,1.6,55,9,2,18,0,0,0,1,3,L
2504,2022,Matchweek 35,Roma,Bologna,Home,62988,3-4-3,3-1-4-2,0.8,1.3,43,17,5,19.3,1,0,0,0,0,D
2505,2022,Matchweek 36,Roma,Fiorentina,Away,29580,3-4-1-2,4-3-3,0.5,1.5,46,7,1,20.2,1,0,0,0,2,L
2506,2022,Matchweek 37,Roma,Venezia,Home,63243,3-4-1-2,5-3-2,2.7,0.3,69,46,16,20.1,4,0,0,1,1,D
2507,2022,Matchweek 38,Roma,Torino,Away,16730,3-4-3,3-4-3,2.7,0.6,42,12,4,19.4,0,2,2,3,0,W
2508,2022,Matchweek 1,Fiorentina,Roma,Away,26997,4-3-3,4-2-3-1,1.3,2.7,58,11,8,17.3,0,0,0,1,3,L
2509,2022,Matchweek 2,Fiorentina,Torino,Home,12592,4-3-3,3-4-1-2,0.8,0.4,58,9,6,17.8,0,0,0,2,1,W
2510,2022,Matchweek 3,Fiorentina,Atalanta,Away,9162,4-3-3,3-4-3,1.8,2.2,45,5,0,21.2,0,2,2,2,1,W
2511,2022,Matchweek 4,Fiorentina,Genoa,Away,6269,4-3-3,4-2-3-1,0.9,1.1,64,16,5,18.6,1,0,0,2,1,W
2512,2022,Matchweek 5,Fiorentina,Inter,Home,15927,4-3-3,3-5-2,1.6,2.2,53,14,6,21.1,0,0,0,1,3,L
2513,2022,Matchweek 6,Fiorentina,Udinese,Away,7208,4-3-3,3-5-2,1.1,0.8,54,7,1,22.9,0,1,1,1,0,W
2514,2022,Matchweek 7,Fiorentina,Napoli,Home,15264,4-4-2,4-2-3-1,0.4,1.7,54,10,3,17.6,0,0,0,1,2,L
2515,2022,Matchweek 8,Fiorentina,Venezia,Away,8043,4-3-3,4-3-2-1,0.4,1.1,61,10,2,21.7,1,0,0,0,1,L
2516,2022,Matchweek 9,Fiorentina,Cagliari,Home,20290,4-3-3,4-4-2,2.9,0.1,65,20,4,20.9,2,1,1,3,0,W
2517,2022,Matchweek 10,Fiorentina,Lazio,Away,7000,4-3-3,4-3-3,0.5,0.8,51,9,1,13.5,0,0,0,0,1,L
2518,2022,Matchweek 11,Fiorentina,Spezia,Home,19511,4-3-3,4-2-3-1,2.8,0.1,55,26,11,17.7,1,1,1,3,0,W
2519,2022,Matchweek 12,Fiorentina,Juventus,Away,6953,4-3-3,4-4-2,0.4,0.6,50,6,1,12.4,0,0,0,0,1,L
2520,2022,Matchweek 13,Fiorentina,Milan,Home,32567,4-3-3,4-2-3-1,1.2,2,45,9,5,14.7,0,0,0,4,3,W
2521,2022,Matchweek 14,Fiorentina,Empoli,Away,7878,4-3-3,4-3-1-2,2,1.8,49,16,7,16.5,1,0,0,1,2,L
2522,2022,Matchweek 15,Fiorentina,Sampdoria,Home,17913,4-3-3,4-4-2,2.9,0.6,60,17,7,17.4,3,0,0,3,1,W
2523,2022,Matchweek 16,Fiorentina,Bologna,Away,18175,4-3-3,5-3-2,1.1,0.7,63,5,2,22.7,1,1,1,3,2,W
2524,2022,Matchweek 17,Fiorentina,Salernitana,Home,18579,4-3-3,4-4-1-1,2.2,0.8,69,17,9,13.4,1,0,0,4,0,W
2525,2022,Matchweek 18,Fiorentina,Sassuolo,Home,21514,4-3-3,4-2-3-1,3.5,1.1,57,23,7,13.5,1,0,0,2,2,D
2526,2022,Matchweek 19,Fiorentina,Hellas Verona,Away,14001,4-3-3,3-4-3,0.9,0.5,60,11,1,15,0,0,0,1,1,D
2527,2022,Matchweek 21,Fiorentina,Torino,Away,3545,4-3-3,3-4-3,0.5,1.9,55,10,3,18,0,0,0,0,4,L
2528,2022,Matchweek 22,Fiorentina,Genoa,Home,5000,4-3-3,4-3-1-2,3.4,0.1,73,21,11,17.5,2,0,1,6,0,W
2529,2022,Matchweek 23,Fiorentina,Cagliari,Away,5000,4-3-3,3-5-2,2.3,1.3,59,15,5,18.2,0,0,1,1,1,D
2530,2022,Matchweek 24,Fiorentina,Lazio,Home,17181,4-3-3,4-3-3,0.7,2.5,50,9,3,17.4,0,0,0,0,3,L
2531,2022,Matchweek 25,Fiorentina,Spezia,Away,5400,4-3-3,4-2-3-1,2.1,0.7,66,20,4,22.2,1,0,1,2,1,W
2532,2022,Matchweek 26,Fiorentina,Atalanta,Home,18056,4-3-3,3-4-1-2,0.8,0.3,50,6,3,15.1,1,0,0,1,0,W
